sample	num_consensus_snps	number_N_calls
ERR161085	1205	104669
ERR161086	1150	96250
ERR161087	665	98861
ERR161088	1003	108030
ERR161089	1187	107490
ERR161090	1007	95089
ERR161091	1033	133991
ERR161092	1080	133283
ERR161093	1114	76354
ERR161094	1079	132449
ERR161095	1024	89399
ERR161096	1091	137022
ERR161097	990	132749
ERR161098	1034	136627
ERR161099	943	89676
ERR161100	1189	88017
ERR161101	1071	132502
ERR161102	1029	104852
ERR161103	1055	133314
ERR161104	1069	135008
ERR161105	1080	133663
ERR161106	1129	104415
ERR161107	1168	96007
ERR161108	1051	139092
ERR161109	1033	97214
ERR161110	1111	91586
ERR161111	1031	106398
ERR161112	1038	137665
ERR161113	1092	95285
ERR161114	1053	137530
ERR161115	1057	137139
ERR161116	1128	89936
ERR161117	1100	84295
ERR161118	1149	92132
ERR161119	1045	144019
ERR161120	1005	137898
ERR161121	1195	93032
ERR161122	768	93398
ERR161123	162	88327
ERR161124	1152	98774
ERR161125	86	4405512
ERR161126	1063	140352
ERR161127	1052	143384
ERR161128	1050	139568
ERR161129	1185	108373
ERR161130	1046	141534
ERR161131	1206	104626
ERR161132	1056	143938
ERR161133	1109	103009
ERR161134	1053	141979
ERR161135	1054	136566
ERR161136	1090	90232
ERR161137	1048	142141
ERR161138	1145	98569
ERR161139	1071	134619
ERR161140	1053	137219
ERR161141	1037	135307
ERR161142	1096	90452
ERR161143	1089	136158
ERR161144	1157	99303
ERR161145	1156	104980
ERR161146	1048	146186
ERR161147	1059	138590
ERR161148	1069	142067
ERR161149	1043	154184
ERR161150	1049	138723
ERR161151	1041	139200
ERR161152	1071	136870
ERR161153	1065	136791
ERR161154	1076	107537
ERR161155	1050	137763
ERR161156	1045	149068
ERR161157	1042	141331
ERR161158	1054	139094
ERR161159	1048	101872
ERR161160	1035	149116
ERR161161	1212	112495
ERR161162	1041	140183
ERR161163	1074	142158
ERR161164	1077	137764
ERR161165	1070	147317
ERR161166	1036	138739
ERR161167	1136	103339
ERR161168	1037	144320
ERR161169	1134	95390
ERR161170	957	163852
ERR161171	1093	88594
ERR161172	1044	142185
ERR161173	974	193462
ERR161174	1057	138913
ERR161175	1033	146983
ERR161176	977	140253
ERR161177	1030	112216
ERR161178	1051	139124
ERR161179	1022	110542
ERR161180	1189	111833
ERR161181	1227	107954
ERR161182	1055	139001
ERR161183	1020	140621
ERR161184	947	178638
ERR161185	1051	149581
ERR161186	1044	139523
ERR161187	1031	138800
ERR161188	1051	138444
ERR161189	1063	138383
ERR161190	1234	107333
ERR161191	1055	136973
ERR161192	1136	97973
ERR161193	1046	139629
ERR161194	616	129595
ERR161195	1039	137384
ERR161196	1097	89186
ERR161197	1045	136994
ERR161198	1154	95987
ERR161199	1140	95973
ERR161200	1164	96868
ERR161201	1180	116147
ERR161202	1103	141097
ERR161203	1071	140914
ERR163928	1014	141930
ERR163929	1068	97870
ERR163930	1056	92606
ERR163931	1038	103947
ERR163932	1094	114181
ERR163933	1042	139684
ERR163934	1054	137250
ERR163935	1204	106766
ERR163936	1067	137115
ERR163937	1024	93418
ERR163938	1003	105748
ERR163939	1121	102840
ERR163940	906	100213
ERR163941	1069	138082
ERR163942	876	94419
ERR163943	298	96406
ERR163944	1052	142186
ERR163945	1166	90886
ERR163946	1039	107377
ERR163947	605	106546
ERR163948	0	4411532
ERR163949	1017	108911
ERR163950	1071	138193
ERR163951	1158	99453
ERR163952	1206	112223
ERR163953	1052	141127
ERR163954	1070	116176
ERR163955	1038	140525
ERR163956	1032	141383
ERR163957	1056	108446
ERR163958	1067	140942
ERR163959	1105	131371
ERR163960	1061	113906
ERR163961	1134	99758
ERR163962	1156	116938
ERR163963	1102	101898
ERR163964	1055	143278
ERR163965	1037	163591
ERR163966	1127	108489
ERR163967	1025	140123
ERR163968	1038	143540
ERR163969	1072	100453
ERR163970	1022	116199
ERR163971	1028	114029
ERR163972	1208	112589
ERR163973	1164	97156
ERR163974	1144	97658
ERR163975	1056	135486
ERR163976	1151	102722
ERR163977	1049	99095
ERR163978	1137	94343
ERR163979	1024	100965
ERR163980	1126	117640
ERR163981	1073	138449
ERR163982	1194	113955
ERR163983	1052	140148
ERR163984	1040	139918
ERR163985	954	142766
ERR163986	970	98970
ERR163987	1088	137564
ERR163988	1029	113679
ERR163989	1026	141724
ERR163990	1129	122021
ERR163991	1065	96616
ERR163992	1069	135144
ERR163993	1050	95212
ERR163994	1211	112387
ERR163995	1081	107262
ERR163996	960	98347
ERR163997	1055	141959
ERR163998	1048	135694
ERR163999	1069	136105
ERR164000	1205	106003
ERR164001	1037	139614
ERR164002	1101	103962
ERR164003	1006	141670
ERR164004	43	4410553
ERR164005	1185	112588
ERR164006	1053	100926
ERR164007	874	90325
ERR164008	1075	136083
ERR164009	1083	129781
ERR164010	1043	135996
ERR164011	1155	91292
ERR164012	1032	105901
ERR164013	1067	102293
ERR164014	1075	106935
ERR164015	1058	132033
ERR164016	1059	141417
ERR164017	1056	137345
ERR164018	1051	135248
ERR164019	1154	111566
ERR164020	1074	135579
ERR164021	170	83032
ERR164022	1046	136494
ERR164023	1018	145190
ERR1750873	1109	97484
ERR1750874	1146	93047
ERR1750875	947	125363
ERR1750876	1084	100172
ERR1750877	1114	125371
ERR1750878	1099	128024
ERR1750879	1124	125439
ERR1750880	1089	84475
ERR1750881	1074	101628
ERR1750882	1069	99563
ERR1750883	1173	98082
ERR1750884	1146	102672
ERR1750885	1167	111099
ERR1750886	1172	111693
ERR1750887	1100	98083
ERR1750888	1095	99040
ERR1750889	1022	113250
ERR1750890	1118	149212
ERR1750891	1155	87117
ERR1750892	1152	91406
ERR1750893	1125	81992
ERR1750894	1127	80761
ERR1750895	1174	108911
ERR1750896	1176	118626
ERR1750897	1041	110039
ERR1750898	1055	99136
ERR1750899	1075	97446
ERR1750900	1085	96682
ERR1750901	1022	140805
ERR1750902	746	1786254
ERR1750903	1090	79756
ERR1750904	1124	85529
ERR1750905	1083	125498
ERR1750906	1105	106488
ERR1750907	6	4407397
ERR1750908	94	4121988
ERR1750909	989	225249
ERR1750910	1098	94237
ERR1750911	1165	117469
ERR1750912	1038	462882
ERR1750913	254	3099085
ERR1750914	1086	97545
ERR1750915	1165	110543
ERR1750916	1047	154149
ERR1750917	1194	105508
ERR1750918	1161	111776
ERR1750919	1054	85159
ERR1750920	1024	114775
ERR1750921	878	745409
ERR1750922	1076	87235
ERR1750923	1134	81491
ERR1750924	1149	81145
ERR1750925	294	3560097
ERR1750926	232	3665135
ERR1750927	186	3560380
ERR1750928	0	4407679
ERR1750929	996	228526
ERR1750930	984	206074
ERR1750931	1082	98287
ERR1750932	1060	103875
ERR1750933	1180	107819
ERR1750934	292	3665115
ERR1750935	1047	94095
ERR1750936	1068	91745
ERR1750937	1060	87739
ERR1750938	3	4399315
ERR1750939	1165	118650
ERR1750940	1086	376159
ERR1750941	153	3654596
ERR1750942	435	2679266
ERR1750943	20	4318241
ERR1750944	338	3204312
ERR176446	996	205675
ERR176447	966	179738
ERR176448	966	187137
ERR176449	953	203271
ERR176450	160	3316586
ERR176451	969	195344
ERR176452	960	200048
ERR176453	1030	152093
ERR176454	950	178011
ERR176455	1060	162792
ERR176456	1137	159756
ERR176457	997	143882
ERR176458	772	184936
ERR176459	952	223891
ERR176460	906	197899
ERR176461	888	197494
ERR176462	952	199744
ERR176463	944	208415
ERR176464	1047	154885
ERR176465	967	175300
ERR176466	1085	137387
ERR176467	973	199173
ERR176468	994	180166
ERR176469	945	204710
ERR176470	950	218856
ERR176471	1040	164203
ERR176472	978	205804
ERR176473	973	204974
ERR176474	964	207328
ERR176475	777	679293
ERR176476	1045	192902
ERR176477	986	178545
ERR176478	1000	185871
ERR176479	1068	121421
ERR176480	1012	167630
ERR176481	1058	131611
ERR176482	929	233034
ERR176483	1136	170796
ERR176484	982	172189
ERR176485	1075	166573
ERR176486	1004	178267
ERR176487	997	153014
ERR176488	964	154797
ERR176489	966	177024
ERR176490	1176	144591
ERR176491	1169	135556
ERR176492	979	190811
ERR176493	1008	160083
ERR176494	964	203643
ERR176495	950	200948
ERR176496	985	174597
ERR176497	1040	148352
ERR176498	1050	166722
ERR176499	935	243203
ERR176500	970	184817
ERR176501	981	183549
ERR176502	1004	161517
ERR176503	962	180533
ERR176504	1063	140441
ERR176505	987	166502
ERR176506	960	195167
ERR176507	945	223184
ERR176508	950	199700
ERR176509	975	190036
ERR176510	992	179592
ERR176511	999	175253
ERR176512	977	192208
ERR176513	991	168507
ERR176514	968	182735
ERR176515	996	144317
ERR176516	976	181822
ERR176517	1160	156813
ERR176518	925	237315
ERR176519	971	209274
ERR176520	968	196519
ERR176521	931	246011
ERR176522	963	143602
ERR176523	1075	136693
ERR176524	1126	160855
ERR176525	961	166553
ERR176526	995	167253
ERR176527	991	173587
ERR176528	1065	139543
ERR176529	1051	114028
ERR176530	941	169050
ERR176531	939	215546
ERR176532	970	204195
ERR176533	970	209048
ERR176534	966	209072
ERR176535	967	199710
ERR176536	981	181656
ERR176537	990	138684
ERR176538	1020	133730
ERR176539	966	200721
ERR176540	973	208672
ERR176541	946	150493
ERR176542	1005	156956
ERR176543	974	186009
ERR176544	934	156762
ERR176545	981	192589
ERR176546	979	185802
ERR176547	728	824408
ERR176548	967	200552
ERR176549	930	265251
ERR176550	1019	174860
ERR176551	985	189928
ERR176552	970	182616
ERR176553	924	152235
ERR176554	959	181965
ERR176555	997	179906
ERR176556	917	169958
ERR176557	801	183313
ERR176558	993	205829
ERR176559	962	192011
ERR176560	50441	3915619
ERR176561	943	202379
ERR176562	969	201865
ERR176563	968	191583
ERR176564	1117	157266
ERR176565	942	202492
ERR176566	983	183029
ERR176567	961	200478
ERR176568	22337	3891006
ERR176569	1001	182249
ERR176570	1060	158889
ERR176571	962	204682
ERR176572	975	181795
ERR176573	1004	150265
ERR176574	1002	165400
ERR176575	999	180255
ERR176576	1031	144002
ERR176577	1040	165450
ERR176578	1014	175955
ERR176579	1008	139844
ERR176580	944	224032
ERR176581	984	183790
ERR176582	950	196731
ERR176583	964	141464
ERR176584	966	185375
ERR176585	1036	124601
ERR176586	999	147476
ERR176587	944	145912
ERR176588	1161	153118
ERR176589	963	137241
ERR176590	996	134417
ERR176591	954	165815
ERR176592	972	176018
ERR176593	982	174882
ERR176594	1018	128369
ERR176595	981	178637
ERR176596	958	198952
ERR176597	1022	166510
ERR176598	1021	132591
ERR176599	984	178553
ERR176600	1007	143979
ERR176601	1091	127707
ERR176602	1140	153034
ERR176603	1048	162035
ERR176604	1035	167467
ERR176605	975	186009
ERR176606	1042	181046
ERR176607	981	183806
ERR176608	1008	141837
ERR176609	968	194460
ERR176610	945	187197
ERR176611	754	161302
ERR176612	971	192883
ERR176613	997	135185
ERR176614	992	182551
ERR176615	983	194618
ERR176616	99	151530
ERR176617	961	186807
ERR176618	1073	165468
ERR176619	977	176447
ERR176620	756	162939
ERR176621	939	153700
ERR176622	1017	174105
ERR176623	990	193682
ERR176624	942	214844
ERR176625	1020	130424
ERR176626	943	151781
ERR176627	984	184028
ERR176628	957	159300
ERR176629	991	185810
ERR176630	1129	186034
ERR176631	986	163784
ERR176632	954	155053
ERR176633	957	192110
ERR176634	954	205015
ERR176635	966	203454
ERR176636	1013	157462
ERR176637	1005	199321
ERR176638	1017	149699
ERR176639	1003	156127
ERR176640	1039	149684
ERR176641	1123	127352
ERR176642	1029	143984
ERR176643	25409	3992508
ERR176644	1009	147021
ERR176645	1036	142579
ERR176646	1161	96244
ERR176647	1041	105272
ERR176648	1123	98596
ERR176649	1022	151670
ERR176650	778	147082
ERR176651	12127	4251091
ERR176652	164	127294
ERR176653	578	106080
ERR176654	1137	119137
ERR176655	1019	109012
ERR176656	1028	151599
ERR176657	1105	120152
ERR176658	55474	3801976
ERR176659	1015	149262
ERR176660	1023	105226
ERR176661	1101	112976
ERR176662	1129	113205
ERR176663	1032	147190
ERR176664	994	160079
ERR176665	1011	156653
ERR176666	1049	125821
ERR176667	1014	155226
ERR176668	1114	123493
ERR176669	1038	154561
ERR176670	1089	123978
ERR176671	1046	142567
ERR176672	1016	156808
ERR176673	1054	104041
ERR176674	1104	112577
ERR176675	1011	174755
ERR176676	1068	127732
ERR176677	1196	117226
ERR176678	992	170231
ERR176679	1014	154113
ERR176680	1028	146223
ERR176681	1001	130641
ERR176682	1036	117938
ERR176683	1055	143659
ERR176684	1045	142168
ERR176685	1040	143482
ERR176686	1016	149454
ERR176687	1000	162868
ERR176688	985	160894
ERR176689	1181	118590
ERR176690	993	160424
ERR176691	1023	162783
ERR176692	1015	154107
ERR176693	1029	150736
ERR176694	1067	140378
ERR176695	1045	146227
ERR176696	983	171443
ERR176697	1049	149119
ERR176698	1034	156501
ERR176699	1045	152332
ERR176700	1017	147838
ERR176701	637	112829
ERR176702	1007	164392
ERR176703	1022	113859
ERR176704	1116	117892
ERR176705	1040	133590
ERR176706	1012	149784
ERR176707	1074	96742
ERR176708	1028	144739
ERR176709	459	96771
ERR176710	1013	153357
ERR176711	1051	145451
ERR176712	1158	125957
ERR176713	1124	117464
ERR176714	1029	155432
ERR176715	1054	151067
ERR176716	1152	94821
ERR176717	996	142800
ERR176718	1127	126036
ERR176719	1025	101507
ERR176720	1032	145856
ERR176721	1018	143636
ERR176722	1002	150368
ERR176723	1087	115537
ERR176724	1081	95526
ERR176725	927	108025
ERR176726	1132	118161
ERR176727	1062	149323
ERR176728	1030	102402
ERR176729	1007	151488
ERR176730	1065	114318
ERR176731	1129	112565
ERR176732	1012	151899
ERR176733	1084	91635
ERR176734	992	110842
ERR176735	1203	113042
ERR176736	1036	147102
ERR176737	1054	141122
ERR176738	995	113798
ERR176739	1020	111854
ERR176740	1914	4298187
ERR176741	1751	4384890
ERR176742	1042	152969
ERR176743	1024	148850
ERR176744	1044	142067
ERR176745	1015	144080
ERR176746	990	152574
ERR176747	1228	112626
ERR176748	1001	136580
ERR176749	982	138896
ERR176750	1027	152769
ERR176751	10848	4010671
ERR176752	1020	157943
ERR176753	1008	161273
ERR176754	1047	138899
ERR176755	1018	149461
ERR176756	1097	96127
ERR176757	1135	114514
ERR176758	1048	143086
ERR176759	1152	121616
ERR176760	1044	145016
ERR176761	1088	95993
ERR176762	1069	104741
ERR176763	988	175580
ERR176764	1034	154315
ERR176765	1033	150514
ERR176766	34023	4020322
ERR176767	1070	142209
ERR176768	1069	101185
ERR176769	1051	140902
ERR176770	1241	116871
ERR176771	126	3994205
ERR176772	1015	152987
ERR176773	1046	150044
ERR176774	1063	141531
ERR176775	1203	119953
ERR176776	1069	100788
ERR176777	1019	149006
ERR176778	14384	4257266
ERR176779	14921	4257753
ERR176780	102	4410102
ERR176781	706	1492536
ERR176782	1043	141638
ERR176783	1040	144157
ERR176784	1028	144455
ERR176785	1101	118742
ERR176786	1023	115100
ERR176787	1011	153682
ERR176788	1178	126386
ERR176789	1020	153720
ERR176790	1013	164734
ERR176791	1104	109424
ERR176792	1021	115206
ERR176793	958	284246
ERR176794	1106	134745
ERR176795	1156	114305
ERR176796	1095	129110
ERR176797	1049	144736
ERR176798	1034	151404
ERR176799	1124	135363
ERR176800	1079	109637
ERR176801	1011	150254
ERR176802	997	157127
ERR176803	1043	141445
ERR176804	1078	99797
ERR176805	989	115235
ERR176806	1050	142735
ERR176807	733	145561
ERR176808	1081	99118
ERR176809	999	152721
ERR176810	1050	110293
ERR176811	1063	111045
ERR176812	1051	143668
ERR176813	851	120543
ERR176814	1038	142224
ERR176815	1026	100943
ERR176816	1049	149286
ERR176817	1043	144654
ERR176818	1066	143286
ERR176819	1146	112344
ERR176820	1024	147461
ERR176821	1040	144009
ERR176822	1044	152411
ERR176823	1188	115294
ERR176824	1115	87821
ERR176825	1140	106188
ERR176826	1040	150575
ERR176827	1102	102284
ERR176828	1062	139796
ERR176829	1059	107337
ERR181674	1035	136417
ERR181675	1064	136757
ERR181676	1088	139639
ERR181677	1046	138626
ERR181678	1056	143190
ERR181679	1051	101232
ERR181680	1152	110718
ERR181681	1073	102147
ERR181682	1215	112340
ERR181683	1164	94135
ERR181684	1026	89828
ERR181685	1058	139554
ERR181686	681	126071
ERR181687	1203	104896
ERR181688	908	136169
ERR181689	933	129611
ERR181690	1043	107336
ERR181691	1065	135233
ERR181692	1131	102962
ERR181693	1128	107018
ERR181694	1070	141966
ERR181695	934	140778
ERR181696	1099	118883
ERR181697	1057	100848
ERR181698	1062	137635
ERR181699	1064	136405
ERR181700	1054	150388
ERR181701	1036	146832
ERR181702	1067	140660
ERR181703	1154	99954
ERR181704	1126	111219
ERR181705	231	93323
ERR181706	1072	142459
ERR181707	1172	92371
ERR181708	1010	98796
ERR181709	1057	144391
ERR181710	1044	111148
ERR181711	1022	151365
ERR181712	18	4332811
ERR181713	1129	106525
ERR181714	1033	151757
ERR181715	1126	106243
ERR181716	1068	138804
ERR181717	1147	93239
ERR181718	1140	104028
ERR181719	1022	142056
ERR181720	1037	142333
ERR181721	1055	139085
ERR181722	1139	121004
ERR181723	1166	119648
ERR181724	1123	120377
ERR181725	1133	103859
ERR181726	1048	143375
ERR181727	1068	141343
ERR181728	1091	110485
ERR181729	1058	142192
ERR181730	1063	143915
ERR181731	1001	98546
ERR181732	1061	137791
ERR181733	1037	138237
ERR181734	1072	138726
ERR181735	1043	142550
ERR181736	1158	103555
ERR181737	1048	143643
ERR181738	1030	147400
ERR181739	1215	105421
ERR181740	1040	143914
ERR181741	1049	149847
ERR181742	953	114823
ERR181743	1064	141587
ERR181744	40632	4002793
ERR181745	1043	115476
ERR181746	1036	142086
ERR181747	1045	139852
ERR181748	1039	141692
ERR181749	901	162057
ERR181750	1042	126248
ERR181751	1147	99918
ERR181752	1182	115176
ERR181753	955	149613
ERR181754	1073	140114
ERR181755	1026	148249
ERR181756	1045	111183
ERR181757	1021	94915
ERR181758	1066	145017
ERR181759	1051	137493
ERR181760	1146	114804
ERR181761	1029	140728
ERR181762	1053	141292
ERR181763	1158	99568
ERR181764	1057	136522
ERR181766	1182	90652
ERR181767	1063	136999
ERR181768	1063	135150
ERR181769	1154	115843
ERR181770	1084	117152
ERR181771	1039	269739
ERR181772	983	167518
ERR181773	1079	136867
ERR181774	1011	150806
ERR181775	1175	132093
ERR181776	1042	107572
ERR181777	1015	157066
ERR181778	1124	110678
ERR181779	1189	129002
ERR181780	978	170070
ERR181781	964	155184
ERR181782	706	112357
ERR181783	992	157389
ERR181784	90	132397
ERR181785	466	96048
ERR181786	1066	140695
ERR181787	989	176984
ERR181788	1009	147362
ERR181789	991	116318
ERR181790	1105	113563
ERR181791	991	156988
ERR181792	997	155094
ERR181793	1143	148388
ERR181794	1080	114730
ERR181795	1186	124115
ERR181796	922	153752
ERR181797	1130	101234
ERR181798	1129	133745
ERR181799	1197	121059
ERR181800	1059	129397
ERR181801	1018	160675
ERR181802	1094	123881
ERR181803	952	128390
ERR181804	1110	107390
ERR181805	1019	158285
ERR181806	1115	109948
ERR181807	1123	113790
ERR181808	1078	128256
ERR181809	996	152949
ERR181810	1084	130670
ERR181811	79	111121
ERR181812	1085	113768
ERR181813	110	110276
ERR181814	1014	160922
ERR181815	1140	102969
ERR181816	1019	161884
ERR181817	1082	115456
ERR181818	958	121593
ERR181819	1164	136805
ERR181820	1156	140836
ERR181821	1102	133680
ERR181822	991	125479
ERR181823	1000	130450
ERR181824	12591	4275123
ERR181825	997	161265
ERR181826	1040	99328
ERR181827	830	123329
ERR181828	995	147233
ERR181829	1019	129429
ERR181830	1114	120454
ERR181831	1191	112987
ERR181832	985	119410
ERR181833	1013	153294
ERR181834	966	117892
ERR181835	985	170927
ERR181836	997	120901
ERR181837	1022	116118
ERR181838	923	124779
ERR181839	1003	151644
ERR181840	1040	147902
ERR181841	1009	161857
ERR181842	1058	156906
ERR181843	1009	155994
ERR181844	1056	130282
ERR181845	979	139748
ERR181846	1083	125052
ERR181847	979	117762
ERR181848	1042	155695
ERR181849	759	168108
ERR181850	999	148383
ERR181851	1104	113286
ERR181852	1084	122881
ERR181853	973	144582
ERR181854	1044	164892
ERR181855	949	159119
ERR181856	1071	126182
ERR181857	928	171485
ERR181858	1007	158745
ERR181859	986	102879
ERR181860	1143	129372
ERR181861	1006	167462
ERR181862	1167	121706
ERR181863	1098	116540
ERR181864	1071	148656
ERR181865	920	292221
ERR181866	992	129607
ERR181867	1062	140500
ERR181868	1040	140156
ERR181869	1046	153892
ERR181870	1124	120383
ERR181871	1064	138228
ERR181872	1079	139421
ERR181873	1039	143369
ERR181874	1033	149725
ERR181875	1071	143179
ERR181876	1044	140231
ERR181877	1032	143804
ERR181878	962	150270
ERR181879	1063	135535
ERR181880	915	142743
ERR181881	585	122676
ERR181882	1036	107909
ERR181883	1142	98701
ERR181884	1041	145247
ERR181885	1037	150612
ERR181886	1045	141175
ERR181887	7309	4234293
ERR181888	1038	144353
ERR181889	1019	144981
ERR181890	1065	101432
ERR181891	1129	125884
