strain_id	isolate_id
659b51e0-9b9d-4915-9f2d-f0a661f03226_lineage2.2.1_strain1	SRR1158946
6651ca62-17f8-47d4-b3eb-fbf263656d31_lineage2.2.1_strain1	SRR6458424
66f5b10d-0d71-4615-8728-c9183b2213e7_lineage2.2.1_strain1	SRR11033726
6728d1bf-6a7a-4d4e-b72a-690f17536c11_lineage2.2.1_strain1	SRR10379921
67733642-4336-4087-a9bf-2245d16f4c53_lineage2.2.1_strain1	SRR13232550
67733642-4336-4087-a9bf-2245d16f4c53_lineage2.2.1_strain1	SRR13232551
67733642-4336-4087-a9bf-2245d16f4c53_lineage2.2.1_strain1	SRR13232577
67733642-4336-4087-a9bf-2245d16f4c53_lineage2.2.1_strain1	SRR13232660
67f3d12b-d9cf-41a9-bc75-0d890ad63848_lineage2.2.1_strain1	SRR10380020
690ce8ed-10f0-41fd-94ab-299125242e53_lineage2.2.1_strain1	SRR7516411
6946f78a-7071-40d5-b515-ba30b6e8f367_lineage2.2.1_strain1	SRR13232576
697d6db1-9c51-4d2d-b904-337496acf696_lineage2.2.1_strain1	SRR7516370
6980b531-e64e-4f03-aee9-749d54fc5879_lineage2.2.1_strain1	SRR13232537
69cf8a1b-f822-4719-a3c8-0750adcc0480_lineage2.2.1_strain1	SRR7516332
6a6c5dd9-da2c-470c-b968-9b3be29990b5_lineage2.2.1_strain1	SRR10380142
6c30f9f1-b5c3-459e-a596-b0c096356fd6_lineage2.2.1_strain1	SRR6807723
6c8e5725-fc30-45a2-b314-155e31b8718e_lineage2.2.1_strain1	SRR13232524
6d98f6bb-16b4-46d4-8392-7749e984e788_lineage2.2.1_strain1	SRR1159237
711bd5bc-2bf1-4dba-a92c-b6bda996b459_lineage2.2.1_strain1	SRR13232462
72534b42-39c4-4e6f-b3f9-cc1cf3642608_lineage2.2.1_strain1	SRR13232463
73cc410c-e5cf-49ba-9204-2eda77e8b074_lineage2.2.1_strain1	SRR3743489
74abf650-8265-4efa-999d-7e584cc067df_lineage2.2.1_strain1	SRR13232636
750fc50b-db83-4f72-9f72-547f107c4e52_lineage2.2.1_strain1	SRR1159393
75194d46-4df6-4e1a-b850-3d14a4cfbedd_lineage2.2.1_strain1	SRR13232503
75194d46-4df6-4e1a-b850-3d14a4cfbedd_lineage2.2.1_strain1	SRR13232682
75194d46-4df6-4e1a-b850-3d14a4cfbedd_lineage2.2.1_strain1	SRR13232684
7701f68e-8ef0-45de-8ee1-54f767423fb4_lineage2.2.1_strain1	SRR13232585
77a39f8c-8e66-48b5-a3d6-ca074165c9b7_lineage2.2.1_strain1	SRR7516404
77e6a0ac-6440-45df-a89b-cb0a273c9198_lineage2.2.1_strain1	SRR3743494
7a654f7b-517f-47e0-b93f-71c581f7c56c_lineage2.2.1_strain1	SRR13232678
7ad6db11-9648-4a3b-8059-224ef2a6cdcc_lineage2.2.1_strain1	SRR7516328
7c6ecc6d-c535-414b-83d7-04422994147d_lineage2.2.1_strain1	SRR1158874
7f221bee-8699-4be5-b996-1730571e9644_lineage2.2.1_strain1	SRR6356991
806326d4-9570-46ab-900a-97e28bc0463c_lineage2.2.1_strain1	SRR10397179
80a75c60-a887-4e2c-a09c-d24193362d2a_lineage2.2.1_strain1	SRR1163023
818125dc-dc3b-42af-806a-43db771079a7_lineage2.2.1_strain1	SRR10379986
837b99b2-5bbb-4325-b3ae-aeb01301b719_lineage2.2.1_strain1	SRR13312540
837b99b2-5bbb-4325-b3ae-aeb01301b719_lineage2.2.1_strain1	SRR13312541
837b99b2-5bbb-4325-b3ae-aeb01301b719_lineage2.2.1_strain1	SRR13312542
837b99b2-5bbb-4325-b3ae-aeb01301b719_lineage2.2.1_strain1	SRR13312543
83cc6308-6828-4ca1-8499-2d4a88762ea6_lineage2.2.1_strain1	SRR16088186
86a9a615-f73f-4d61-b668-bbd9e661e486_lineage2.2.1_strain1	SRR13232520
86e69cb8-4708-433f-964a-baefd85dde46_lineage2.2.1_strain1	SRR7516424
86f2f115-2231-438a-9947-cfb4fd4d7f0f_lineage2.2.1_strain1	SRR3743392
8a950927-4684-4c77-be6f-f0ce2d8da100_lineage2.2.1_strain1	SRR5153834
8b80fd35-ebd1-41aa-9ad6-0e0cfeae1e12_lineage2.2.1_strain1	SRR5153886
8fdb2351-7650-4db2-b58e-aad375d1cbd7_lineage2.2.1_strain1	SRR10380184
90ed30f9-6bca-4c7c-a60d-89b195599aa5_lineage2.2.1_strain1	SRR13232517
91bfdbfb-b947-42a9-8df3-0a6729b0909a_lineage2.2.1_strain1	SRR3743481
938ea631-a573-4935-8dee-d9f6ec26a90f_lineage2.2.1_strain1	SRR7516288
9402888e-7a6b-41c4-ad36-5ffe7f275a5f_lineage2.2.1_strain1	SRR6458417
9589126b-33b1-42d5-bd0d-9546ca7e565c_lineage2.2.1_strain1	SRR7516308
973a82c7-ef00-4df1-9806-aded5b6f2bf7_lineage2.2.1_strain1	SRR13232469
973a82c7-ef00-4df1-9806-aded5b6f2bf7_lineage2.2.1_strain1	SRR13232480
973a82c7-ef00-4df1-9806-aded5b6f2bf7_lineage2.2.1_strain1	SRR13232740
97754e38-4f1c-4d81-b6ad-f5cd3bf06bed_lineage2.2.1_strain1	SRR13232711
9a329f68-28ec-4100-bce2-8c9d4e463948_lineage2.2.1_strain1	SRR10380032
9eb9fae3-e144-4999-8f6b-236fcc61d8ad_lineage2.2.1_strain1	SRR10380064
a0640adf-ce5f-4f6e-9154-718da5407601_lineage2.2.1_strain1	SRR6807695
a1a9c30f-2b06-4611-9d44-12b90e10dff0_lineage2.2.1_strain1	SRR10380033
a79efdbe-0567-4f0c-a1dc-dcfea136aabf_lineage2.2.1_strain1	SRR7516346
aac81a06-aa9a-4f17-8645-076d5ef81e85_lineage2.2.1_strain1	SRR13232717
ad0154c1-b839-45ab-abe1-bc909b257abd_lineage2.2.1_strain1	SRR6458388
adc91ad8-2485-4058-9348-54d96af65df8_lineage2.2.1_strain1	SRR10397147
af0bc458-64a5-47c7-8197-8f4f3a967e5a_lineage2.2.1_strain1	SRR7516330
asare2021_RL012_lineage2.2.1_strain1	SRR11461680
asare2021_RL035_lineage2.2.1_strain1	SRR11461662
b0a7a22e-93c5-4c59-9739-85d6e88391dc_lineage2.2.1_strain1	SRR3743409
b16a9a45-01a8-4853-906b-4ddc66684b52_lineage2.2.1_strain1	SRR16088469
b1d001dd-ff97-4f46-8109-8ed40f496950_lineage2.2.1_strain1	SRR16088286
b662b070-5ca1-4afe-a7e4-ee10d3b742ca_lineage2.2.1_strain1	SRR6807740
b6738fbe-dd2f-422d-9a6d-b778a6691c5a_lineage2.2.1_strain1	SRR7516398
b6792bd6-0f95-4cf3-bd15-5064dfd9cc67_lineage2.2.1_strain1	SRR7516393
bb48d49a-696c-4dd3-961d-f9effbfc258b_lineage2.2.1_strain1	SRR5486885
bf320fb1-90f1-43ea-8075-2a83fb474723_lineage2.2.1_strain1	SRR3743499
c0029751-924b-4cb0-b645-92a781545161_lineage2.2.1_strain1	SRR16088520
c28a7911-1202-43a3-a14d-274999c35d38_lineage2.2.1_strain1	SRR10397233
c28a7911-1202-43a3-a14d-274999c35d38_lineage2.2.1_strain1	SRR10397234
c28a7911-1202-43a3-a14d-274999c35d38_lineage2.2.1_strain1	SRR10397235
c28a7911-1202-43a3-a14d-274999c35d38_lineage2.2.1_strain1	SRR10397236
c28a7911-1202-43a3-a14d-274999c35d38_lineage2.2.1_strain1	SRR10397237
c28a7911-1202-43a3-a14d-274999c35d38_lineage2.2.1_strain1	SRR10397239
c43c7e55-8f49-4843-ac2b-217954eab3a7_lineage2.2.1_strain1	SRR1163103
c9613eeb-5cfe-4afd-bd7f-dc3742320f34_lineage2.2.1_strain1	SRR13312521
c9613eeb-5cfe-4afd-bd7f-dc3742320f34_lineage2.2.1_strain1	SRR13312522
c9613eeb-5cfe-4afd-bd7f-dc3742320f34_lineage2.2.1_strain1	SRR13312525
c9613eeb-5cfe-4afd-bd7f-dc3742320f34_lineage2.2.1_strain1	SRR13312536
c9613eeb-5cfe-4afd-bd7f-dc3742320f34_lineage2.2.1_strain1	SRR13312547
c9613eeb-5cfe-4afd-bd7f-dc3742320f34_lineage2.2.1_strain1	SRR13312548
cbd0d1ab-544a-46ee-a394-f590b6322365_lineage2.2.1_strain1	SRR5153601
cbd0d1ab-544a-46ee-a394-f590b6322365_lineage2.2.1_strain1	SRR5153611
cbd0d1ab-544a-46ee-a394-f590b6322365_lineage2.2.1_strain1	SRR5153614
cbd0d1ab-544a-46ee-a394-f590b6322365_lineage2.2.1_strain1	SRR5153619
cc454b7a-f43c-493d-bca5-74cbc1c09479_lineage2.2.1_strain1	SRR16088170
cc9187e7-ab11-46f4-b4dd-b0bc8baa793b_lineage2.2.1_strain1	SRR6458387
cd694c96-476c-470d-b096-a2f755b404a6_lineage2.2.1_strain1	SRR10379943
chen2020_04a0b194_lineage2.2.1_strain1	SRR11567796
chen2020_22e50bed_lineage2.2.1_strain1	SRR11567820
chen2020_26db7b95_lineage2.2.1_strain1	SRR11567794
chen2020_5c83175f_lineage2.2.1_strain1	SRR11567807
chen2020_5c83175f_lineage2.2.1_strain1	SRR11567808
chen2020_5c83175f_lineage2.2.1_strain1	SRR11567809
chen2020_6e0b637a_lineage2.2.1_strain1	SRR11567786
chen2020_70dcec98_lineage2.2.1_strain1	SRR8651559
chen2020_893aed3c_lineage2.2.1.1_strain1	SRR11567817
chen2020_893aed3c_lineage2.2.1.1_strain1	SRR11567818
chen2020_bbd19818_lineage2.2.1_strain1	SRR11567805
chen2020_cfb8dea0_lineage2.2.1_strain1	SRR11567792
chen2020_db1c6654_lineage2.2.2_strain1	SRR11567812
chen2020_db1c6654_lineage2.2.2_strain1	SRR11567813
chen2020_e4ee5823_lineage2.2.1_strain1	SRR11567811
chen2020_e4ee5823_lineage2.2.1_strain1	SRR11567822
chen2021_p1_lineage2.2.1_strain1	SRR12062561
chen2021_p10_lineage2.2.1_strain1	SRR12062519
chen2021_p11_lineage2.2.1_strain1	SRR12062516
chen2021_p12_lineage2.2.1_strain1	SRR12062514
chen2021_p13_lineage2.2.1_strain1	SRR12062512
chen2021_p14_lineage2.2.1_strain1	SRR12062510
chen2021_p15_lineage2.2.1_strain1	SRR12062508
chen2021_p16_lineage2.2.1_strain1	SRR12062505
chen2021_p17_lineage2.2.1_strain1	SRR12062503
chen2021_p2_lineage2.2.1.1_strain1	SRR12062507
chen2021_p20_lineage2.2.1_strain1	SRR12062497
chen2021_p21_lineage2.2.1_strain1	SRR12062495
chen2021_p22_lineage2.2.2_strain1	SRR12062555
chen2021_p23_lineage2.2.1_strain1	SRR12062552
chen2021_p25_lineage2.2.1_strain1	SRR12062545
chen2021_p26_lineage2.2.1.1_strain1	SRR12062541
chen2021_p26_lineage2.2.1_strain2	SRR12062543
chen2021_p27_lineage2.2.1_strain1	SRR12062535
chen2021_p27_lineage2.2.1_strain1	SRR12062536
chen2021_p27_lineage2.2.1_strain1	SRR12062537
chen2021_p28_lineage2.2.1_strain1	SRR12062530
chen2021_p28_lineage2.2.1_strain1	SRR12062531
chen2021_p28_lineage2.2.1_strain1	SRR12062532
chen2021_p3_lineage2.2.1_strain1	SRR12062496
chen2021_p30_lineage2.2.1.1_strain1	SRR12062486
chen2021_p30_lineage2.2.1.1_strain1	SRR12062487
chen2021_p30_lineage2.2.1.1_strain1	SRR12062488
chen2021_p30_lineage2.2.1.1_strain1	SRR12062489
chen2021_p30_lineage2.2.1.1_strain1	SRR12062490
chen2021_p31_lineage2.2.1.1_strain1	SRR12062481
chen2021_p5_lineage2.2.1_strain1	SRR12062480
chen2021_p6_lineage2.2.1_strain1	SRR12062559
chen2021_p7_lineage2.2.1_strain1	SRR12062525
chen2021_p8_lineage2.2.1_strain1	SRR12062523
chen2021_p9_lineage2.2.1_strain1	SRR12062521
cox2021_-1141357296536002869_lineage2.2.1_strain1	ERR6361954
cox2021_-1637597506354949237_lineage2.2.1_strain1	ERR6052062
cox2021_-1805614810978340901_lineage2.2.2_strain1	ERR5987308
cox2021_-196498752828222888_lineage2.2.1.1_strain1	ERR6052051
cox2021_-2089854174240335046_lineage2.2.1_strain1	ERR5987283
cox2021_-2751694311891575926_lineage2.2.2_strain1	ERR6052036
cox2021_-2940056464540626871_lineage2.2.2_strain1	ERR6052061
cox2021_-3003801770544456763_lineage2.2.2_strain1	ERR6362282
cox2021_-3279147158138414076_lineage2.2.2_strain1	ERR6052058
cox2021_-4067237675071477178_lineage2.2.2_strain1	ERR6052028
cox2021_-4305431774902489675_lineage2.2.1_strain1	ERR6052104
cox2021_-4311254924074290359_lineage2.2.1_strain1	ERR6052039
cox2021_-4336607805712918329_lineage2.2.1_strain1	ERR5987357
cox2021_-479572279845524524_lineage2.2.1_strain1	ERR6052026
cox2021_-5003830784728732626_lineage2.2.1_strain1	ERR5987206
cox2021_-5471593511783698999_lineage2.2.2_strain1	ERR6052029
cox2021_-566641280065665799_lineage2.2.1_strain1	ERR5987285
cox2021_-5819236359239855624_lineage2.2.1_strain1	ERR5987196
cox2021_-7415953301924607514_lineage2.2.1_strain1	ERR5987193
cox2021_-751999987816340162_lineage2.2.1.1_strain1	ERR5987259
cox2021_-7647319990248505932_lineage2.2.2_strain1	ERR6052099
cox2021_-7679937154803026043_lineage2.2.2_strain1	ERR6052092
cox2021_-7696945922450709906_lineage2.2.1_strain1	ERR6052057
cox2021_-7816061136424697167_lineage2.2.1_strain1	ERR5987195
cox2021_-7977067280721106176_lineage2.2.1_strain1	ERR6362476
cox2021_-8193962020204446928_lineage2.2.1_strain1	ERR6362531
cox2021_-862119993586506133_lineage2.2.1_strain1	ERR5987203
cox2021_-8955575311315076910_lineage2.2.2_strain1	ERR5987231
cox2021_-8978082133920308749_lineage2.2.1_strain1	ERR6362153
cox2021_-9151764346715543944_lineage2.2.1_strain1	ERR5987270
cox2021_1423334682076659555_lineage2.2.1.1_strain1	ERR5987182
cox2021_1655089901574475622_lineage2.2.1_strain1	ERR6052095
cox2021_1705346656695052479_lineage2.2.2_strain1	ERR5987190
cox2021_179275750938004561_lineage2.2.1_strain1	ERR6362528
cox2021_1833630221486564809_lineage2.2.2_strain1	ERR6052049
cox2021_1926198491162306700_lineage2.2.1_strain1	ERR5987419
cox2021_1981270639090646645_lineage2.2.1_strain1	ERR5987386
cox2021_2169352775823695563_lineage2.2.1_strain1	ERR6052045
cox2021_2204602588746686541_lineage2.2.1.1_strain1	ERR5987309
cox2021_2222982007477896466_lineage2.2.1.1_strain1	ERR6362338
cox2021_2475891214766598153_lineage2.2.1.1_strain1	ERR6362002
cox2021_2508939788473222534_lineage2.2.2_strain1	ERR6052066
cox2021_2627149644579243723_lineage2.2.2_strain1	ERR6362639
cox2021_2989888560019710423_lineage2.2.2_strain1	ERR6052063
cox2021_3223104117022412181_lineage2.2.1_strain1	ERR6052020
cox2021_3265426241111634176_lineage2.2.2_strain1	ERR6052073
cox2021_3814011297768629955_lineage2.2.1_strain1	ERR6052031
cox2021_5118162739532664678_lineage2.2.1_strain1	ERR6052082
cox2021_5191263570900806308_lineage2.2.1_strain1	ERR6052068
cox2021_5232678755730372516_lineage2.2.1_strain1	ERR6362094
cox2021_5665809100706995092_lineage2.2.2_strain1	ERR6052034
cox2021_5789542081288426617_lineage2.2.2_strain1	ERR6361969
cox2021_5950673704837582045_lineage2.2.1_strain1	ERR5987220
cox2021_607231708605154860_lineage2.2.2_strain1	ERR5987260
cox2021_6937458846855751360_lineage2.2.1_strain1	ERR6052081
cox2021_6978997383431264286_lineage2.2.1_strain1	ERR5987223
cox2021_7166245865866845295_lineage2.2.1_strain1	ERR6362239
cox2021_7255707251898990070_lineage2.2.2_strain1	ERR6362503
cox2021_8170570310562912341_lineage2.2.1_strain1	ERR5987265
cox2021_82023916318021822_lineage2.2.1.1_strain1	ERR6052060
cox2021_8410406825750938724_lineage2.2.2_strain1	ERR6361974
cox2021_8655587981873330869_lineage2.2.2_strain1	ERR6052075
cox2021_8849379653350189376_lineage2.2.1_strain1	ERR6052094
d025dd91-b61c-44d2-ac67-86239da9dd9c_lineage2.2.1_strain1	SRR7516300
d1aeea48-af96-459e-bd43-a3ba0d08662a_lineage2.2.1_strain1	SRR1159204
d31e9541-3ba2-4cb1-953a-6c92ede0580c_lineage2.2.1_strain1	SRR10380246
d37ae01f-62f5-40ee-acbc-da58acb4a0da_lineage2.2.1_strain1	SRR13232735
d3af1bea-17f2-4c96-8bb1-a80ab5b9e9b3_lineage2.2.1_strain1	SRR3743500
d7e01d33-4d3b-489e-b617-f97070c3c859_lineage2.2.1_strain1	SRR6807750
dc06828e-994e-48a0-9b5b-9a6fe80a6a57_lineage2.2.1_strain1	SRR3544718
dc06828e-994e-48a0-9b5b-9a6fe80a6a57_lineage2.2.1_strain1	SRR3544732
dc06828e-994e-48a0-9b5b-9a6fe80a6a57_lineage2.2.1_strain1	SRR3544739
dc06828e-994e-48a0-9b5b-9a6fe80a6a57_lineage2.2.1_strain1	SRR3544741
dc06828e-994e-48a0-9b5b-9a6fe80a6a57_lineage2.2.1_strain1	SRR3544751
de1e071c-5591-443d-8a89-8aecdc0cef38_lineage2.2.1_strain1	SRR9738515
dippenaara2019_16_lineage2.2.1_strain1	ERR3340715
dippenaara2019_17_lineage2.2.1_strain1	ERR3340709
dippenaara2019_20_lineage2.2.1.1_strain1	ERR3340721
dippenaara2019_5_lineage2.2.1.1_strain1	ERR3340699
dippenaara2019_6_lineage2.2.1.1_strain1	ERR3340706
dippenaara2019_7_lineage2.2.1.1_strain1	ERR3340738
dippenaara2019_8_lineage2.2.1.1_strain1	ERR3340703
e10b21e7-f427-4d6d-8483-17497bc5956b_lineage2.2.1_strain1	SRR7516290
e51f2c97-edfe-4815-86ec-6beb54a2e1e0_lineage2.2.1_strain1	SRR7516453
e5579026-d7e4-4766-ade7-3b452350f8e3_lineage2.2.1_strain1	SRR13282527
e5ac4f87-cc73-4d1c-8803-2fa08eb04db2_lineage2.2.1_strain1	SRR13232715
e64ccb16-84c3-4787-8672-7a015cfa8990_lineage2.2.1_strain1	SRR13232405
e6895827-25df-4cc2-b91d-948d700517f2_lineage2.2.1_strain1	SRR10380182
e78e3d74-6c48-45fe-8e3e-df19be4f7f7a_lineage2.2.1_strain1	SRR5153864
e91b6e8b-079d-44e5-8c6e-90bf66dcaca6_lineage2.2.1_strain1	SRR3743475
e9dcbac3-949c-4823-bb41-ee6979799d73_lineage2.2.1_strain1	SRR13232692
ea372a47-956f-4720-b6a2-ed56cd013856_lineage2.2.1_strain1	SRR7516408
ea372a47-956f-4720-b6a2-ed56cd013856_lineage2.2.1_strain1	SRR7516409
ea372a47-956f-4720-b6a2-ed56cd013856_lineage2.2.1_strain1	SRR7516430
ea372a47-956f-4720-b6a2-ed56cd013856_lineage2.2.1_strain1	SRR7516431
ea372a47-956f-4720-b6a2-ed56cd013856_lineage2.2.1_strain1	SRR7516432
ea372a47-956f-4720-b6a2-ed56cd013856_lineage2.2.1_strain1	SRR7516433
eac3b6bc-a18b-46ed-8332-4f58ba8fa69b_lineage2.2.1_strain1	SRR16088124
eac886c7-16c7-41eb-aaae-170edc314c5d_lineage2.2.1_strain1	SRR13312517
eac886c7-16c7-41eb-aaae-170edc314c5d_lineage2.2.1_strain1	SRR13312518
eac886c7-16c7-41eb-aaae-170edc314c5d_lineage2.2.1_strain1	SRR13312519
eac886c7-16c7-41eb-aaae-170edc314c5d_lineage2.2.1_strain1	SRR13312520
eac886c7-16c7-41eb-aaae-170edc314c5d_lineage2.2.1_strain1	SRR13312544
eac886c7-16c7-41eb-aaae-170edc314c5d_lineage2.2.1_strain1	SRR13312545
eac886c7-16c7-41eb-aaae-170edc314c5d_lineage2.2.1_strain1	SRR13312546
eb1909e9-c7af-4ad1-bcfd-80a69e4609f6_lineage2.2.1_strain1	SRR7516402
ed61eb24-a8f2-4b24-9996-fb7fef19e5d0_lineage2.2.1_strain1	SRR1159126
f5c0c93f-571b-4241-9761-bb4d98ced2de_lineage2.2.1_strain1	SRR1163104
f84aab16-a666-476d-b01f-b3010ef70d78_lineage2.2.1_strain1	SRR10379985
f90bd0de-c74e-4e43-914c-50dddc6c2a06_lineage2.2.1_strain1	SRR13232544
fe67085d-5ff9-4f1d-b392-6eca40256d92_lineage2.2.1_strain1	SRR10397135
hjort2021_patientX_lineage2.2.1_strain1	SRR12080268
hjort2021_patientX_lineage2.2.1_strain1	SRR12080269
hjort2021_patientX_lineage2.2.1_strain1	SRR12080270
hjort2021_patientX_lineage2.2.1_strain1	SRR12080271
hjort2021_patientX_lineage2.2.1_strain1	SRR12080272
hjort2021_patientX_lineage2.2.1_strain1	SRR12080273
hjort2021_patientX_lineage2.2.1_strain1	SRR12080274
hjort2021_patientX_lineage2.2.1_strain1	SRR12080275
hjort2021_patientX_lineage2.2.1_strain1	SRR12080276
hjort2021_patientX_lineage2.2.1_strain1	SRR12080277
hjort2021_patientX_lineage2.2.1_strain1	SRR12080278
hjort2021_patientX_lineage2.2.1_strain1	SRR12080279
hjort2021_patientX_lineage2.2.1_strain1	SRR12080280
hjort2021_patientX_lineage2.2.1_strain1	SRR12080281
hjort2021_patientX_lineage2.2.1_strain1	SRR12080282
hjort2021_patientX_lineage2.2.1_strain1	SRR12080283
hjort2021_patientX_lineage2.2.1_strain1	SRR12080284
hjort2021_patientX_lineage2.2.1_strain1	SRR12080285
hjort2021_patientX_lineage2.2.1_strain1	SRR12080286
hjort2021_patientX_lineage2.2.1_strain1	SRR12080287
hjort2021_patientX_lineage2.2.1_strain1	SRR12080288
hjort2021_patientX_lineage2.2.1_strain1	SRR12080289
hjort2021_patientX_lineage2.2.1_strain1	SRR12080290
hjort2021_patientX_lineage2.2.1_strain1	SRR12080292
hjort2021_patientX_lineage2.2.1_strain1	SRR12080293
hjort2021_patientX_lineage2.2.1_strain1	SRR12080294
hjort2021_patientX_lineage2.2.1_strain1	SRR12080295
hjort2021_patientX_lineage2.2.1_strain1	SRR12080296
hjort2021_patientX_lineage2.2.1_strain1	SRR12080297
hjort2021_patientX_lineage2.2.1_strain1	SRR12080298
hjort2021_patientX_lineage2.2.1_strain1	SRR12080299
hjort2021_patientX_lineage2.2.1_strain1	SRR12080300
hjort2021_patientX_lineage2.2.1_strain1	SRR12080301
hjort2021_patientX_lineage2.2.1_strain1	SRR12080302
hjort2021_patientX_lineage2.2.1_strain1	SRR12080303
hjort2021_patientX_lineage2.2.1_strain1	SRR12080304
hjort2021_patientX_lineage2.2.1_strain1	SRR12080305
hjort2021_patientX_lineage2.2.1_strain1	SRR12080306
hjort2021_patientX_lineage2.2.1_strain1	SRR12080307
hjort2021_patientX_lineage2.2.1_strain1	SRR12080308
hjort2021_patientX_lineage2.2.1_strain1	SRR12080309
hjort2021_patientX_lineage2.2.1_strain1	SRR12080310
hjort2021_patientX_lineage2.2.1_strain1	SRR12080311
hjort2021_patientX_lineage2.2.1_strain1	SRR12080312
hjort2021_patientX_lineage2.2.1_strain1	SRR12080313
hjort2021_patientX_lineage2.2.1_strain1	SRR12080314
hjort2021_patientX_lineage2.2.1_strain1	SRR12080315
hjort2021_patientX_lineage2.2.1_strain1	SRR12080316
hjort2021_patientX_lineage2.2.1_strain1	SRR12080317
hjort2021_patientX_lineage2.2.1_strain1	SRR12080318
hjort2021_patientX_lineage2.2.1_strain1	SRR12080319
hjort2021_patientX_lineage2.2.1_strain1	SRR12080320
hjort2021_patientX_lineage2.2.1_strain1	SRR12080321
hjort2021_patientX_lineage2.2.1_strain1	SRR12080322
hjort2021_patientX_lineage2.2.1_strain1	SRR12080323
hjort2021_patientX_lineage2.2.1_strain1	SRR12080324
hjort2021_patientX_lineage2.2.1_strain1	SRR12080325
hjort2021_patientX_lineage2.2.1_strain1	SRR12080326
hjort2021_patientX_lineage2.2.1_strain1	SRR12080327
hjort2021_patientX_lineage2.2.1_strain1	SRR12080328
hjort2021_patientX_lineage2.2.1_strain1	SRR12080329
hjort2021_patientX_lineage2.2.1_strain1	SRR12080330
hjort2021_patientX_lineage2.2.1_strain1	SRR12080331
hjort2021_patientX_lineage2.2.1_strain1	SRR12080332
hjort2021_patientX_lineage2.2.1_strain1	SRR12080333
hjort2021_patientX_lineage2.2.1_strain1	SRR12080334
hjort2021_patientX_lineage2.2.1_strain1	SRR12080335
hjort2021_patientX_lineage2.2.1_strain1	SRR12080336
hjort2021_patientX_lineage2.2.1_strain1	SRR12080337
hjort2021_patientX_lineage2.2.1_strain1	SRR12080338
hjort2021_patientX_lineage2.2.1_strain1	SRR12080339
hjort2021_patientX_lineage2.2.1_strain1	SRR12080340
hjort2021_patientX_lineage2.2.1_strain1	SRR12080341
hjort2021_patientX_lineage2.2.1_strain1	SRR12080342
hjort2021_patientX_lineage2.2.1_strain1	SRR12080343
hu2021_ADR01_lineage2.2.1_strain1	SRR13423640
hu2021_ADR08_lineage2.2.1_strain1	SRR13423554
hu2021_ADR12_lineage2.2.1_strain1	SRR13423634
hu2021_ADR14_lineage2.2.1_strain1	SRR13423565
hu2021_ADR18_lineage2.2.1_strain1	SRR13423562
hu2021_ADR34_lineage2.2.2_strain1	SRR13423556
hu2021_ADR43_lineage2.2.1_strain1	SRR13423557
hu2021_ADR59_lineage2.2.1_strain1	SRR13423642
hu2021_ADR60_lineage2.2.1_strain1	SRR13423571
ley2021_P40_lineage2.2.1_strain1	ERR4896319
lieberman2016_P10_lineage2.2.1_strain1	SRR4033089
lieberman2016_P10_lineage2.2.1_strain1	SRR4033100
lieberman2016_P10_lineage2.2.1_strain1	SRR4033112
lieberman2016_P10_lineage2.2.1_strain1	SRR4033123
lieberman2016_P10_lineage2.2.1_strain1	SRR4033134
lieberman2016_P10_lineage2.2.1_strain1	SRR4033145
lieberman2016_P11_lineage2.2.1_strain1	SRR4033156
lieberman2016_P11_lineage2.2.1_strain1	SRR4033168
lieberman2016_P11_lineage2.2.1_strain1	SRR4033179
lieberman2016_P11_lineage2.2.1_strain1	SRR4033214
lieberman2016_P12_lineage2.2.1_strain1	SRR4033237
lieberman2016_P12_lineage2.2.1_strain1	SRR4033248
lieberman2016_P12_lineage2.2.1_strain1	SRR4033260
lieberman2016_P12_lineage2.2.1_strain1	SRR4033271
lieberman2016_P12_lineage2.2.1_strain1	SRR4033283
lieberman2016_P12_lineage2.2.1_strain1	SRR4033294
lieberman2016_P12_lineage2.2.1_strain1	SRR4033305
lieberman2016_P14_lineage2.2.2_strain1	SRR4033479
lieberman2016_P14_lineage2.2.2_strain1	SRR4033490
lieberman2016_P14_lineage2.2.2_strain1	SRR4033501
lieberman2016_P14_lineage2.2.2_strain1	SRR4033512
lieberman2016_P14_lineage2.2.2_strain1	SRR4033534
lieberman2016_P14_lineage2.2.2_strain1	SRR4033545
lieberman2016_P14_lineage2.2.2_strain1	SRR4033546
lieberman2016_P14_lineage2.2.2_strain1	SRR4033547
lieberman2016_P14_lineage2.2.2_strain1	SRR4033548
lieberman2016_P14_lineage2.2.2_strain1	SRR4033550
lieberman2016_P14_lineage2.2.2_strain1	SRR4033551
lieberman2016_P16_lineage2.2.1_strain1	SRR4033152
lieberman2016_P16_lineage2.2.1_strain1	SRR4033153
lieberman2016_P16_lineage2.2.1_strain1	SRR4033154
lieberman2016_P16_lineage2.2.1_strain1	SRR4033155
lieberman2016_P16_lineage2.2.1_strain1	SRR4033157
lieberman2016_P16_lineage2.2.1_strain1	SRR4033158
lieberman2016_P16_lineage2.2.1_strain1	SRR4033159
lieberman2016_P16_lineage2.2.1_strain1	SRR4033160
lieberman2016_P16_lineage2.2.1_strain1	SRR4033161
lieberman2016_P16_lineage2.2.1_strain1	SRR4033163
lieberman2016_P16_lineage2.2.1_strain1	SRR4033164
lieberman2016_P16_lineage2.2.1_strain1	SRR4033165
